size,total_sqft,bath,bhk,price_per_sqft,price_total
3 Bedroom,2400.0,2.0,3,7500.0,18000000.0
3 BHK,1250.0,2.0,3,5500.0,6875000.0
4 BHK,3630.0,6.0,4,5399.449035812672,19600000.0
2 BHK,990.0,2.0,2,3799.9999999999995,3761999.9999999995
2 BHK,1199.0,2.0,2,7089.241034195163,8500000.0
2 BHK,1280.0,2.0,2,7031.25,9000000.0
4 BHK,2750.0,4.0,4,15018.181818181818,41300000.0
2 BHK,1190.0,2.0,2,4621.848739495798,5500000.0
2 BHK,1100.0,2.0,2,5454.545454545455,6000000.0
3 BHK,2075.0,3.0,3,8433.734939759037,17500000.0
2 BHK,1133.0,2.0,2,4854.368932038835,5500000.0
4 BHK,2400.0,3.0,4,5833.333333333333,14000000.0
2 BHK,1280.0,2.0,2,5390.625,6900000.0
3 BHK,1250.0,3.0,3,5200.0,6500000.0
3 BHK,1565.0,2.0,3,3150.1597444089457,4930000.0
3 BHK,1900.0,3.0,3,3421.0526315789475,6500000.0
2 BHK,1080.0,2.0,2,4166.666666666667,4500000.0
1 BHK,600.0,1.0,1,7833.333333333333,4700000.0
3 Bedroom,1240.0,4.0,3,14516.129032258064,18000000.0
3 BHK,1335.0,2.0,3,6516.853932584269,8700000.0
2 BHK,1246.0,2.0,2,5401.284109149277,6730000.0
3 BHK,1385.0,3.0,3,3971.1191335740073,5500000.0
3 BHK,1578.0,3.0,3,4683.143219264893,7390000.000000001
2 BHK,1140.0,2.0,2,4035.0877192982457,4600000.0
3 BHK,1700.0,3.0,3,4700.000000000001,7990000.000000001
4 Bedroom,1050.0,4.0,4,8571.42857142857,9000000.0
2 BHK,1120.0,2.0,2,6250.0,7000000.0
1 BHK,435.0,1.0,1,5057.471264367816,2200000.0
2 BHK,1116.0,2.0,2,4649.641577060932,5189000.0
3 BHK,1480.0,3.0,3,6418.918918918919,9500000.0
2 BHK,1000.0,2.0,2,5000.0,5000000.0
2 BHK,1145.0,2.0,2,4017.467248908297,4600000.0
2 BHK,800.0,1.0,2,4000.0,3200000.0
2 BHK,1265.0,2.0,2,6561.264822134387,8300000.0
3 BHK,1700.0,3.0,3,5188.235294117647,8820000.0
2 BHK,1475.0,2.0,2,4745.762711864407,7000000.0
2 BHK,1265.0,2.0,2,4347.826086956522,5500000.0
2 Bedroom,1200.0,2.0,2,4833.333333333333,5800000.0
3 BHK,2180.0,3.0,3,9633.02752293578,21000000.0
2 BHK,1080.0,2.0,2,4629.62962962963,5000000.0
3 BHK,2023.0,4.0,3,6426.099851705388,13000000.0
2 BHK,2400.0,2.0,2,5208.333333333333,12500000.0
3 BHK,1545.0,2.0,3,4271.844660194175,6600000.0
3 BHK,1804.0,3.0,3,9201.773835920178,16600000.0
2 Bedroom,1200.0,2.0,2,16666.666666666668,20000000.0
3 BHK,1350.0,2.0,3,4296.2962962962965,5800000.0
2 BHK,1108.0,2.0,2,6699.458483754513,7423000.0
3 BHK,1730.0,3.0,3,6647.398843930636,11500000.0
3 BHK,1427.0,2.0,3,4905.395935529082,7000000.0
2 BHK,935.0,2.0,2,3800.0,3553000.0
2 BHK,1073.0,2.0,2,2960.857409133271,3177000.0
2 BHK,960.0,2.0,2,3854.1666666666665,3700000.0
3 BHK,2215.0,4.0,3,6772.009029345372,15000000.0
2 BHK,1125.0,2.0,2,2888.0,3249000.0
2 BHK,1230.0,2.0,2,4471.544715447155,5500000.0
2 BHK,1438.0,2.0,2,6189.151599443671,8900000.0
2 BHK,1080.0,2.0,2,6944.444444444444,7500000.0
3 Bedroom,1200.0,3.0,3,10416.666666666666,12500000.0
2 Bedroom,1200.0,1.0,2,8583.333333333334,10300000.0
3 BHK,1590.0,3.0,3,3647.7987421383646,5800000.0
3 BHK,1350.0,3.0,3,5037.037037037037,6800000.0
3 BHK,1400.0,2.0,3,3428.5714285714284,4800000.0
3 BHK,1560.0,2.0,3,4615.384615384615,7200000.0
4 BHK,1810.0,3.0,4,3149.171270718232,5700000.0
3 BHK,2274.24,4.0,3,7035.317292809907,16000000.0
3 BHK,1484.0,3.0,3,4998.652291105122,7418000.000000001
3 BHK,1650.0,3.0,3,13333.333333333334,22000000.0
3 BHK,1455.0,2.0,3,3780.0687285223366,5500000.0
3 BHK,2280.0,4.0,3,8070.175438596491,18400000.0
5 BHK,4900.0,5.0,5,20000.0,98000000.0
3 BHK,2079.0,3.0,3,10582.010582010582,22000000.0
2 BHK,1351.0,2.0,2,5477.424130273871,7400000.0
3 BHK,1223.0,2.0,3,3500.408830744072,4281000.0
3 BHK,1430.0,2.0,3,4265.734265734266,6100000.0
4 Bedroom,3589.0,5.0,4,11145.165784341041,40000000.0
3 BHK,1310.0,2.0,3,2887.7862595419847,3783000.0
4 Bedroom,1800.0,4.0,4,16666.666666666668,30000000.0
4 Bedroom,1120.0,4.0,4,15625.0,17500000.0
2 BHK,984.0,2.0,2,5589.430894308943,5500000.0
3 BHK,1770.0,3.0,3,5649.717514124294,10000000.0
2 Bedroom,900.0,3.0,2,11666.666666666666,10500000.0
5 Bedroom,1350.0,5.0,5,8888.888888888889,12000000.0
2 BHK,1447.0,2.0,2,5250.172771250864,7597000.0
2 Bedroom,1140.0,2.0,2,5263.1578947368425,6000000.0
2 BHK,1170.0,2.0,2,2905.982905982906,3400000.0
2 BHK,1160.0,2.0,2,3999.137931034483,4639000.0
2 BHK,1296.0,2.0,2,6867.283950617284,8900000.0
3 BHK,1570.0,3.0,3,5095.541401273886,8000000.0
3 BHK,1495.0,2.0,3,4347.826086956522,6500000.0
3 BHK,1530.0,2.0,3,4379.084967320261,6700000.0
5 Bedroom,900.0,4.0,5,15555.555555555555,14000000.0
3 BHK,1800.0,3.0,3,3888.8888888888887,7000000.0
2 BHK,1088.0,2.0,2,4411.764705882353,4800000.0
3 BHK,1533.0,3.0,3,6404.4357469015,9818000.0
2 BHK,1100.0,2.0,2,6181.818181818182,6800000.0
3 BHK,1540.0,3.0,3,5844.1558441558445,9000000.0
2 BHK,1244.0,3.0,2,3858.520900321543,4800000.0
2 BHK,1040.0,2.0,2,6595.192307692308,6859000.0
6 BHK,1034.0,6.0,6,9767.891682785299,10100000.0
2 BHK,1260.0,2.0,2,3150.0,3969000.0
2 BHK,1180.0,2.0,2,3499.9999999999995,4129999.9999999995
2 BHK,1245.0,2.0,2,8032.128514056225,10000000.0
3 BHK,1350.0,3.0,3,5555.555555555556,7500000.0
3 BHK,1464.0,3.0,3,3825.136612021858,5600000.0
1 BHK,470.0,2.0,1,2127.659574468085,1000000.0
2 BHK,920.0,2.0,2,6521.739130434783,6000000.0
6 Bedroom,2300.0,7.0,6,6956.521739130435,16000000.0
2 BHK,1124.0,2.0,2,2700.1779359430607,3035000.0
4 BHK,2095.0,3.0,4,5202.863961813842,10900000.0
2 BHK,1100.0,2.0,2,6492.727272727273,7142000.0
2 BHK,1019.0,2.0,2,5691.854759568204,5800000.0
3 BHK,1756.0,3.0,3,7289.293849658315,12800000.0
3 BHK,1280.0,3.0,3,3906.25,5000000.0
4 Bedroom,1200.0,3.0,4,10416.666666666666,12500000.0
3 BHK,1700.0,3.0,3,8823.529411764706,15000000.0
3 BHK,2134.0,4.0,3,5529.522024367385,11800000.0
2 BHK,1369.1,2.0,2,7157.986998758309,9800000.0
3 Bedroom,600.0,3.0,3,11500.0,6900000.0
3 Bedroom,1313.0,4.0,3,11424.219345011425,15000000.0
3 BHK,2515.0,4.0,3,6163.021868787277,15500000.0
3 BHK,2215.0,4.0,3,6952.5959367945825,15400000.0
3 BHK,1440.0,3.0,3,5000.0,7200000.0
3 BHK,1186.0,2.0,3,4665.2613827993255,5533000.0
3 BHK,1350.0,2.0,3,3499.259259259259,4724000.0
3 BHK,1800.0,3.0,3,7777.777777777777,14000000.0
3 BHK,1600.0,3.0,3,4937.5,7900000.0
2 BHK,1000.0,2.0,2,3500.0,3500000.0
3 BHK,2275.0,3.0,3,12527.472527472528,28500000.0
3 BHK,1305.0,2.0,3,4521.072796934866,5900000.0
3 BHK,1740.0,3.0,3,8620.689655172413,15000000.0
2 BHK,900.0,2.0,2,10000.0,9000000.0
2 BHK,1567.0,3.0,2,8934.269304403319,14000000.0
3 BHK,1082.0,2.0,3,4205.1756007393715,4550000.0
2 BHK,1050.0,2.0,2,7619.047619047619,8000000.0
2 BHK,1200.0,2.0,2,4666.666666666667,5600000.0
3 Bedroom,3500.0,4.0,3,5285.714285714285,18500000.0
2 BHK,1220.0,2.0,2,4262.295081967213,5200000.0
3 BHK,1970.0,3.0,3,8324.873096446701,16400000.0
3 BHK,2665.0,3.0,3,13133.208255159474,35000000.0
4 BHK,2130.0,4.0,4,5633.802816901409,12000000.0
3 BHK,1749.0,3.0,3,6861.06346483705,12000000.0
2 BHK,1260.0,2.0,2,8571.42857142857,10800000.0
2 BHK,1170.0,2.0,2,10256.410256410256,12000000.0
3 BHK,1670.0,3.0,3,4491.017964071856,7500000.0
3 BHK,2264.0,3.0,3,7420.494699646643,16800000.0
4 BHK,3500.0,5.0,4,12857.142857142857,45000000.0
2 BHK,1100.0,2.0,2,5000.0,5500000.0
2 BHK,674.0,1.0,2,2952.522255192878,1989999.9999999998
2 BHK,1320.0,2.0,2,12121.212121212122,16000000.0
4 Bedroom,600.0,4.0,4,14166.666666666666,8500000.0
2 BHK,1125.0,2.0,2,5777.777777777777,6500000.0
2 BHK,1125.0,2.0,2,3955.5555555555557,4450000.0
2 BHK,700.0,2.0,2,4142.857142857143,2900000.0
3 BHK,1300.0,2.0,3,5769.2307692307695,7500000.0
3 BHK,1600.0,3.0,3,5187.5,8300000.0
3 BHK,1052.0,2.0,3,5703.42205323194,6000000.0
4 BHK,1140.0,3.0,4,12719.298245614034,14500000.0
2 BHK,1130.0,2.0,2,3185.8407079646017,3600000.0
4 Bedroom,1140.0,3.0,4,19736.842105263157,22500000.0
3 BHK,2200.0,3.0,3,10000.0,22000000.0
3 BHK,1500.0,2.0,3,4200.0,6300000.0
3 BHK,1350.0,3.0,3,3500.0,4725000.0
3 BHK,1230.0,2.0,3,4227.642276422765,5200000.0
3 BHK,1520.0,2.0,3,5592.105263157895,8500000.0
1 BHK,525.0,1.0,1,5000.0,2625000.0
2 BHK,1040.0,2.0,2,5865.384615384615,6100000.0
3 BHK,1300.0,2.0,3,5153.846153846154,6700000.0
4 BHK,2690.0,4.0,4,7472.118959107806,20100000.0
1 BHK,780.0,1.0,1,8974.358974358975,7000000.0
2 BHK,1140.0,2.0,2,4491.228070175439,5120000.0
3 BHK,1225.0,3.0,3,2700.408163265306,3308000.0
1 BHK,646.0,1.0,1,4000.0,2584000.0
3 BHK,1600.0,3.0,3,9375.0,15000000.0
3 BHK,1890.0,4.0,3,6613.756613756614,12500000.0
2 BHK,1050.0,2.0,2,3238.095238095238,3400000.0
6 Bedroom,1200.0,4.0,6,8333.333333333334,10000000.0
3 BHK,1458.0,2.0,3,4252.400548696845,6200000.0
5 Bedroom,1200.0,6.0,5,7166.666666666667,8600000.0
3 BHK,1970.0,3.0,3,8121.827411167513,16000000.0
3 Bedroom,1808.0,4.0,3,4424.778761061947,8000000.0
2 BHK,1007.0,2.0,2,6653.4260178748755,6700000.0
2 BHK,1105.0,2.0,2,4524.886877828054,5000000.0
3 BHK,1700.0,3.0,3,8823.529411764706,15000000.0
2 BHK,1170.0,2.0,2,4273.504273504273,5000000.0
2 BHK,1080.0,2.0,2,4166.666666666667,4500000.0
3 BHK,1150.0,2.0,3,5391.304347826087,6200000.0
2 BHK,1200.0,2.0,2,4825.0,5790000.0
2 BHK,1200.0,2.0,2,4500.0,5400000.0
3 BHK,1656.0,3.0,3,4528.985507246377,7500000.0
4 Bedroom,600.0,4.0,4,14500.0,8700000.0
2 BHK,1040.0,2.0,2,4807.692307692308,5000000.0
2 BHK,1085.0,2.0,2,3105.9907834101386,3370000.0000000005
3 BHK,1215.0,2.0,3,4094.650205761317,4975000.0
4 Bedroom,2150.0,4.0,4,5348.837209302325,11500000.0
4 Bedroom,1100.0,4.0,4,10909.09090909091,12000000.0
2 BHK,1210.0,2.0,2,6363.636363636364,7700000.0
2 BHK,1050.0,2.0,2,5238.0952380952385,5500000.0
3 Bedroom,600.0,3.0,3,11666.666666666666,7000000.0
3 BHK,1920.0,3.0,3,7812.5,15000000.0
3 BHK,1250.0,2.0,3,4000.0,5000000.0
2 BHK,947.55,2.0,2,8442.826236082528,8000000.0
2 BHK,1421.0,2.0,2,6333.56790992259,9000000.0
6 Bedroom,1050.0,4.0,6,14761.904761904761,15500000.0
3 BHK,1425.0,2.0,3,5214.736842105263,7431000.0
2 BHK,1162.0,2.0,2,4991.394148020654,5800000.0
1 BHK,905.0,1.0,1,6629.834254143647,6000000.0
2 BHK,914.0,2.0,2,3501.09409190372,3200000.0
2 BHK,1258.0,2.0,2,4610.492845786964,5800000.0
4 Bedroom,1100.0,4.0,4,20000.0,22000000.0
4 Bedroom,3500.0,4.0,4,8257.142857142857,28900000.0
7 Bedroom,2400.0,6.0,7,18750.0,45000000.0
4 Bedroom,4200.0,4.0,4,19047.619047619046,80000000.0
3 BHK,1537.0,2.0,3,4554.326610279766,7000000.0
3 BHK,1230.0,2.0,3,4350.40650406504,5351000.0
6 Bedroom,2400.0,5.0,6,12500.0,30000000.0
3 BHK,2250.0,3.0,3,8888.888888888889,20000000.0
4 Bedroom,2000.0,4.0,4,3450.0,6900000.0
8 BHK,3000.0,4.0,8,4333.333333333333,13000000.0
4 Bedroom,2600.0,4.0,4,12500.0,32500000.0
4 Bedroom,3200.0,3.0,4,7812.5,25000000.0
2 BHK,950.0,2.0,2,3368.4210526315787,3200000.0
4 BHK,4000.0,4.0,4,5000.0,20000000.0
3 BHK,1282.0,2.0,3,3800.312012480499,4872000.0
2 BHK,1304.0,2.0,2,8512.269938650306,11100000.0
3 BHK,2100.0,3.0,3,9523.809523809523,20000000.0
3 BHK,1220.0,2.0,3,4016.3934426229507,4900000.0
3 BHK,1636.0,3.0,3,5195.59902200489,8500000.0
3 BHK,1415.0,3.0,3,4593.639575971732,6500000.0
3 BHK,1728.0,3.0,3,7233.7962962962965,12500000.0
3 BHK,1680.0,3.0,3,7440.476190476191,12500000.0
2 BHK,1235.0,2.0,2,11336.032388663967,14000000.0
4 Bedroom,900.0,2.0,4,12777.777777777777,11500000.0
4 Bedroom,3990.0,4.0,4,6516.290726817043,26000000.0
2 BHK,1495.0,2.0,2,5551.8394648829435,8300000.0
5 Bedroom,1500.0,5.0,5,11666.666666666666,17500000.0
3 BHK,2501.0,3.0,3,5517.792882846861,13800000.0
1 BHK,381.0,1.0,1,7349.081364829396,2800000.0
4 BHK,3301.8,5.0,4,17263.310921315646,57000000.0
3 BHK,2002.0,3.0,3,5994.005994005994,12000000.0
3 Bedroom,3200.0,3.0,3,8125.0,26000000.0
2 Bedroom,1200.0,2.0,2,5833.333333333333,7000000.0
4 Bedroom,1500.0,3.0,4,15666.666666666666,23500000.0
3 Bedroom,1942.0,3.0,3,4634.3975283213185,9000000.0
1 Bedroom,660.0,1.0,1,14393.939393939394,9500000.0
4 Bedroom,1200.0,6.0,4,14166.666666666666,17000000.0
3 BHK,1450.0,3.0,3,6206.896551724138,9000000.0
2 BHK,1039.0,2.0,2,4812.319538017325,5000000.0
2 BHK,1210.0,2.0,2,6611.570247933884,8000000.0
2 BHK,995.0,1.0,2,2500.502512562814,2488000.0
3 BHK,1620.0,3.0,3,5555.555555555556,9000000.0
3 Bedroom,3204.0,4.0,3,12328.339575530586,39500000.0
3 BHK,3408.0,3.0,3,7629.107981220657,26000000.0
2 BHK,1314.0,2.0,2,4185.692541856925,5500000.0
2 BHK,945.0,2.0,2,3492.063492063492,3300000.0
3 BHK,1374.0,3.0,3,5240.174672489083,7200000.0
3 BHK,1603.0,3.0,3,7049.282595134124,11300000.0
3 BHK,1230.0,2.0,3,4227.642276422765,5200000.0
1 RK,670.0,1.0,1,7462.686567164179,5000000.0
4 BHK,1864.0,3.0,4,5633.0472103004295,10500000.0
3 Bedroom,2500.0,3.0,3,4000.0,10000000.0
3 BHK,1625.0,2.0,3,3323.076923076923,5400000.0
2 BHK,1186.0,2.0,2,4637.43676222597,5500000.0
8 Bedroom,1500.0,7.0,8,25466.666666666668,38200000.0
2 BHK,770.0,1.0,2,5181.818181818182,3990000.0
2 BHK,1085.0,2.0,2,4147.465437788019,4500000.0
4 BHK,3754.0,6.0,4,12786.361214704315,48000000.0
3 BHK,1893.0,3.0,3,6075.0132065504495,11500000.0
4 Bedroom,600.0,3.0,4,10833.333333333334,6500000.0
3 BHK,1496.0,2.0,3,5213.903743315508,7800000.0
3 BHK,1305.0,3.0,3,2550.191570881226,3328000.0
3 BHK,1550.0,2.0,3,5290.322580645161,8200000.0
3 BHK,1200.0,2.0,3,4847.5,5817000.0
3 BHK,1494.0,2.0,3,6328.647925033467,9455000.0
2 BHK,1286.0,2.0,2,5365.47433903577,6900000.0
3 Bedroom,600.0,4.0,3,16666.666666666668,10000000.0
3 BHK,1860.0,3.0,3,5107.5268817204305,9500000.0
1 BHK,425.0,1.0,1,176470.58823529413,75000000.0
2 BHK,1243.0,2.0,2,3620.2735317779566,4500000.0
2 BHK,1200.0,2.0,2,6250.0,7500000.0
2 BHK,1044.0,2.0,2,3065.1340996168583,3200000.0
2 BHK,1040.0,2.0,2,3999.038461538462,4159000.0000000005
2 BHK,1125.0,2.0,2,3283.5555555555557,3694000.0
3 BHK,3489.0,3.0,3,18973.91802808828,66200000.0
3 BHK,1278.0,2.0,3,4616.588419405321,5900000.0
6 BHK,2400.0,6.0,6,4083.3333333333335,9800000.0
2 BHK,1250.0,2.0,2,3440.0,4300000.0
5 Bedroom,2400.0,6.0,5,5208.333333333333,12500000.0
5 Bedroom,4166.0,5.0,5,13442.150744119059,56000000.0
2 BHK,1210.0,2.0,2,6198.347107438017,7500000.0
4 BHK,1200.0,3.0,4,9166.666666666666,11000000.0
3 BHK,1157.0,2.0,3,4999.1356957649095,5784000.0
2 BHK,1185.0,2.0,2,4316.455696202532,5115000.0
3 BHK,1450.0,3.0,3,6896.551724137931,10000000.0
3 BHK,1859.0,3.0,3,6508.87573964497,12100000.0
2 BHK,1763.0,3.0,2,14861.032331253546,26200000.0
2 BHK,900.0,1.0,2,2777.777777777778,2500000.0
3 BHK,1305.0,3.0,3,4597.701149425287,6000000.0
3 BHK,1200.0,2.0,3,8333.333333333334,10000000.0
1 BHK,784.0,1.0,1,4500.6377551020405,3528499.9999999995
2 BHK,1150.0,2.0,2,3199.9999999999995,3679999.9999999995
3 BHK,1806.0,3.0,3,4706.5337763012185,8500000.0
2 BHK,1027.0,2.0,2,4089.581304771178,4200000.0
2 BHK,1002.0,2.0,2,4000.0,4008000.0
3 BHK,1220.0,2.0,3,2968.032786885246,3621000.0
2 BHK,1109.0,2.0,2,3175.834084761046,3522000.0
2 BHK,1002.0,2.0,2,4000.0,4008000.0
2 BHK,1308.0,2.0,2,6807.339449541284,8904000.0
2 BHK,1232.0,2.0,2,5649.350649350648,6959999.999999999
2 BHK,1027.0,2.0,2,4284.323271665044,4400000.0
2 BHK,1250.0,2.0,2,5200.0,6500000.0
6 Bedroom,900.0,6.0,6,18888.88888888889,17000000.0
4 Bedroom,960.0,4.0,4,8333.333333333334,8000000.0
2 BHK,1255.0,2.0,2,4292.4302788844625,5387000.0
3 BHK,1434.0,3.0,3,5857.740585774059,8400000.0
2 BHK,925.0,2.0,2,3243.2432432432433,3000000.0
3 BHK,1858.0,3.0,3,6620.021528525296,12300000.0
2 BHK,1205.0,2.0,2,5809.128630705394,7000000.0
3 Bedroom,1500.0,3.0,3,6000.0,9000000.0
3 Bedroom,1200.0,3.0,3,16666.666666666668,20000000.0
2 BHK,1020.0,2.0,2,4799.019607843137,4895000.0
2 BHK,965.0,2.0,2,5803.108808290155,5600000.0
5 Bedroom,1800.0,6.0,5,15000.0,27000000.0
6 Bedroom,1200.0,4.0,6,7500.0,9000000.0
2 BHK,1636.0,2.0,2,5066.6259168704155,8289000.0
3 BHK,1724.0,3.0,3,7250.580046403712,12500000.0
2 BHK,1216.0,2.0,2,5509.868421052632,6700000.0
1 BHK,654.0,1.0,1,5542.813455657492,3625000.0
4 Bedroom,2460.0,7.0,4,3252.032520325203,8000000.0
2 BHK,1190.0,2.0,2,3445.378151260504,4100000.0
7 Bedroom,1200.0,5.0,7,15000.0,18000000.0
3 BHK,1636.0,3.0,3,5623.471882640587,9200000.0
2 BHK,1195.0,2.0,2,6108.786610878661,7300000.0
3 BHK,2400.0,3.0,3,10458.333333333334,25100000.0
2 BHK,1250.0,2.0,2,5360.0,6700000.0
3 BHK,1452.0,3.0,3,6198.347107438017,9000000.0
3 BHK,1546.0,3.0,3,6144.890038809832,9500000.0
4 Bedroom,3385.5,6.0,4,4194.358292718948,14200000.0
3 Bedroom,1440.0,3.0,3,19097.222222222223,27500000.0
2 Bedroom,2260.0,3.0,2,3539.8230088495575,8000000.0
4 Bedroom,2700.0,3.0,4,3333.3333333333335,9000000.0
2 BHK,1475.0,2.0,2,11593.22033898305,17100000.0
4 BHK,3000.0,3.0,4,5000.0,15000000.0
1 Bedroom,375.0,1.0,1,6933.333333333333,2600000.0
2 BHK,1007.0,2.0,2,6554.121151936445,6600000.0
4 BHK,5422.0,6.0,4,35042.419771302106,190000000.0
2 BHK,1020.0,2.0,2,4607.843137254902,4700000.0
2 BHK,1000.0,2.0,2,15000.0,15000000.0
2 Bedroom,800.0,3.0,2,7437.5,5950000.0
5 Bedroom,1200.0,3.0,5,7916.666666666667,9500000.0
2 BHK,1125.0,2.0,2,4888.888888888889,5500000.0
9 Bedroom,1150.0,9.0,9,12173.91304347826,14000000.0
3 BHK,909.0,2.0,3,4730.47304730473,4300000.0
4 Bedroom,2850.0,5.0,4,8421.052631578947,24000000.0
2 BHK,1400.0,2.0,2,6071.428571428572,8500000.0
2 BHK,1152.0,2.0,2,5295.138888888889,6100000.0
2 BHK,958.0,2.0,2,3600.2087682672236,3449000.0
2 BHK,1150.0,2.0,2,4782.608695652174,5500000.0
3 BHK,2990.0,5.0,3,5785.953177257525,17300000.0
2 BHK,1310.0,2.0,2,6488.5496183206105,8500000.0
3 BHK,1590.0,2.0,3,7924.528301886792,12600000.0
3 BHK,1645.0,3.0,3,6686.930091185411,11000000.0
3 Bedroom,1800.0,2.0,3,5555.555555555556,10000000.0
3 BHK,1795.0,3.0,3,8356.545961002785,15000000.0
2 BHK,1100.0,2.0,2,3181.818181818182,3500000.0
1 BHK,777.0,1.0,1,4959.459459459459,3853499.9999999995
2 BHK,925.0,2.0,2,7567.5675675675675,7000000.0
3 BHK,1542.14,3.0,3,7781.394685307429,12000000.0
4 Bedroom,3746.0,6.0,4,10010.6780565937,37500000.0
3 BHK,1430.0,2.0,3,3776.2237762237764,5400000.0
2 BHK,1020.0,2.0,2,5392.156862745098,5500000.0
4 Bedroom,750.0,2.0,4,5600.0,4200000.0
2 BHK,1140.0,2.0,2,2887.719298245614,3292000.0
3 BHK,967.0,2.0,3,4653.567735263702,4500000.0
4 BHK,2470.0,4.0,4,8218.623481781377,20300000.0
2 BHK,850.0,1.0,2,4176.470588235294,3550000.0
2 BHK,1100.0,2.0,2,2909.090909090909,3200000.0
3 BHK,1697.0,3.0,3,6482.027106658809,11000000.0
2 BHK,1250.0,2.0,2,3760.0,4700000.0
2 BHK,1120.0,2.0,2,4464.285714285715,5000000.0
4 Bedroom,1200.0,4.0,4,7916.666666666667,9500000.0
5 Bedroom,5100.0,6.0,5,7352.941176470588,37500000.0
4 Bedroom,2400.0,3.0,4,20000.0,48000000.0
2 BHK,1200.0,2.0,2,4333.333333333333,5200000.0
2 BHK,1100.0,2.0,2,4000.0,4400000.0
3 BHK,1417.0,2.0,3,5363.443895553987,7600000.0
3 BHK,1492.0,3.0,3,5898.123324396783,8800000.0
3 BHK,1498.0,3.0,3,5283.711615487317,7915000.000000001
4 BHK,3500.0,2.0,4,10000.0,35000000.0
2 BHK,1010.0,2.0,2,4779.207920792079,4827000.0
2 BHK,1255.0,2.0,2,4262.948207171315,5350000.0
2 BHK,1050.0,2.0,2,3333.3333333333335,3500000.0
3 BHK,1847.0,3.0,3,6767.73145641581,12500000.0
2 BHK,1200.0,2.0,2,4583.333333333333,5500000.0
2 BHK,982.0,2.0,2,3796.3340122199593,3728000.0
3 BHK,2144.6,4.0,3,6761.167583698592,14500000.0
2 BHK,750.0,2.0,2,4866.666666666667,3650000.0
2 BHK,919.0,2.0,2,3808.487486398259,3500000.0
2 BHK,1087.0,2.0,2,4995.40018399264,5430000.0
3 BHK,1480.0,3.0,3,5000.0,7400000.0
2 BHK,1180.0,2.0,2,4406.779661016949,5200000.0
3 BHK,2100.0,4.0,3,12142.857142857143,25500000.0
3 BHK,1221.0,3.0,3,5323.505323505324,6500000.0
2 BHK,1194.0,2.0,2,3852.5963149078725,4600000.0
3 BHK,2072.0,3.0,3,5888.030888030888,12200000.0
3 BHK,1600.0,3.0,3,4312.5,6900000.0
3 BHK,2200.0,3.0,3,4454.545454545455,9800000.0
3 BHK,1640.0,3.0,3,13414.634146341463,22000000.0
2 BHK,1253.0,2.0,2,6504.38946528332,8150000.0
2 BHK,1061.0,2.0,2,5176.248821866164,5492000.0
3 BHK,1950.0,3.0,3,5897.4358974358975,11500000.0
2 BHK,1250.0,2.0,2,5440.0,6800000.0
3 BHK,1585.0,2.0,3,5047.318611987382,8000000.0
3 BHK,1452.0,3.0,3,4199.724517906336,6098000.0
2 BHK,1015.0,2.0,2,3645.320197044335,3700000.0
4 BHK,2464.5,6.0,4,4787.9894501927365,11800000.0
2 BHK,1125.0,2.0,2,5048.888888888889,5680000.0
2 BHK,1116.0,2.0,2,3584.2293906810037,4000000.0
1 Bedroom,400.0,1.0,1,8750.0,3500000.0
4 BHK,4000.0,4.0,4,8125.0,32500000.0
4 BHK,3900.0,4.0,4,10512.820512820514,41000000.0
2 BHK,1300.0,2.0,2,7692.307692307692,10000000.0
2 BHK,1419.0,2.0,2,4257.928118393234,6042000.0
3 BHK,1310.0,2.0,3,4198.473282442748,5500000.0
3 BHK,2072.0,4.0,3,7335.907335907336,15200000.0
2 BHK,1240.0,2.0,2,4724.193548387097,5858000.0
3 BHK,1565.0,3.0,3,6320.127795527156,9891000.0
3 BHK,1820.0,3.0,3,4890.10989010989,8900000.0
3 Bedroom,2500.0,3.0,3,3520.0,8800000.0
5 Bedroom,3657.0,5.0,5,8476.89362865737,31000000.0
2 BHK,1245.0,2.0,2,4979.919678714859,6200000.0
3 BHK,1315.0,3.0,3,4942.9657794676805,6500000.0
3 BHK,1410.0,2.0,3,5177.304964539007,7300000.0
2 BHK,1375.0,2.0,2,4363.636363636364,6000000.0
2 BHK,1299.0,2.0,2,7313.317936874519,9500000.0
2 BHK,993.0,2.0,2,4582.074521651561,4550000.0
2 Bedroom,1200.0,3.0,2,3750.0,4500000.0
2 BHK,985.0,2.0,2,15837.56345177665,15600000.0
4 Bedroom,2400.0,5.0,4,7500.0,18000000.0
3 BHK,1255.0,2.0,3,7569.721115537848,9500000.0
3 BHK,1655.0,3.0,3,7915.407854984895,13100000.0
4 BHK,2830.0,5.0,4,6713.780918727915,19000000.0
1 BHK,6000.0,1.0,1,4600.0,27600000.0
2 BHK,550.0,1.0,2,2727.2727272727275,1500000.0
1 BHK,825.0,2.0,1,4848.484848484848,4000000.0
3 BHK,1634.0,3.0,3,6793.145654834761,11100000.0
8 Bedroom,1200.0,6.0,8,8750.0,10500000.0
2 BHK,1222.0,2.0,2,6546.6448445171845,8000000.0
3 BHK,1500.0,3.0,3,4200.0,6300000.0
3 BHK,1890.0,4.0,3,5291.005291005291,10000000.0
4 Bedroom,3750.0,6.0,4,10000.0,37500000.0
2 BHK,850.0,1.0,2,4647.058823529412,3950000.0
